N,DH39,DH68,DH95,DH99,RH95,RH99,DZ68,DZ95,DZ99,RZ95,RZ99,AREA,A_N_DH39,A_N_DH68,E39,E90,E95,
140,0.00884222041970463,0.0217416372863886,0.0455468514359077,0.0583027638230315,2.09491359072678,2.68161790462451,0.288537325230615,0.752844235412025,0.957101818422781,2.60917451428619,3.31708148211956,27.345060161032,22.0896843803867,8.98376951653807,0.4,0.9,0.94,
145,0.0114196201761774,0.0198021925327059,0.0416316351573752,0.0614836960924697,2.10237503188675,3.1048933592036,0.204266324935251,0.692041090864655,0.983125527303057,3.38793529028351,4.81295939315837,27.433043648229,16.5673990510843,9.55416447739648,0.4,0.88,0.92,
150,0.0118765270421545,0.0218102496720606,0.0407904238135974,0.05216190921734,1.87024103010846,2.39162366326143,0.260313890962949,0.830191143341247,1.18214978369112,3.18919263305626,4.54124741218431,27.6475644098146,15.5194439764433,8.45093929857872,0.31,0.84,0.93,
155,0.00953263980438938,0.0209511572748481,0.0399753526301291,0.0474765687122057,1.90802599139092,2.26605948728195,0.328382825119197,0.775051967338444,0.89690550395795,2.36020859817231,2.73128018687454,27.6914854471071,18.7413715912965,8.52720174243171,0.41,0.87,0.94,
160,0.0100562795914492,0.0197923018239115,0.0381950926138621,0.0528729366003538,1.92979537972273,2.67138896075629,0.160682183668664,0.616872164490742,0.797879747708838,3.83908253178067,4.96557695129481,27.109322853194,16.8485040905715,8.56056406879196,0.44,0.86,0.89,
165,0.0122836052528499,0.0209557205296955,0.0420174748189322,0.0602999146743138,2.00505989566863,2.87749183278453,0.274845937520278,0.806513818627858,1.01527645825979,2.93442146500111,3.69398386390516,27.6059730253912,13.6205066820913,7.98392625963525,0.32,0.87,0.93,
170,0.0098030138174143,0.0163771290681477,0.0338979639562137,0.0492308765461193,2.06983555024566,3.00607489513346,0.220865517280728,0.621931580182626,0.922697597854245,2.81588356498461,4.17764442912772,27.0129133418185,16.2092488295506,9.70252414722913,0.4,0.9,0.93,
175,0.00925329408618323,0.0152081803455668,0.0356321003720893,0.0521212352435315,2.34295619610245,3.42718419029828,0.276493087814947,0.650488020090478,1.01016993195219,2.35263754776337,3.65350880897351,27.4819054413339,16.9711951443597,10.3259861532706,0.44,0.89,0.92,
180,0.00937319103445794,0.0162700427683353,0.042062387163176,0.058198015164421,2.58526592474838,3.57700443650251,0.207763654087457,0.569638898507814,1.01961328567139,2.74176395775186,4.90756330865356,27.5285988496542,16.3163921138092,9.3998929476388,0.37,0.87,0.89,
185,0.00906633079115076,0.0150500040436711,0.0269735843562157,0.0333081825203938,1.79226425972681,2.21316767914097,0.197325124239943,0.594967709567091,1.12489814224302,3.01516450000368,5.7007344937747,27.6994119474179,16.5145696220642,9.94860537131134,0.45,0.91,0.96,
190,0.00664738727148347,0.0151157275023268,0.0263685587105166,0.0367671963193847,1.74444522808827,2.43238020225788,0.19057641557725,0.532418716253491,0.669765214032916,2.79372825142509,3.51441815087254,27.3810508560355,21.6793137053039,9.53383116736863,0.4,0.95,0.98,
195,0.0077845343176864,0.015149760045416,0.025811663369552,0.0365832429619912,1.70376714166916,2.4147737556451,0.277544781351384,0.672288114596459,0.771221110200479,2.42226898060574,2.77872675697721,27.4129265206201,18.0587694298887,9.27929616975621,0.44,0.88,0.95,
200,0.0063171082161294,0.0130231844941096,0.0283980787704399,0.0378269276287599,2.18057870433183,2.90458356371048,0.230567625756875,0.592985836322575,0.752033782421943,2.57185211660138,3.26166251638005,27.431694502359,21.7122246159389,10.5318689583052,0.45,0.93,0.96,
205,0.00667456740811417,0.0144863308606882,0.0239856369498371,0.0359365555374695,1.65574272605683,2.48072171504733,0.27916338002951,0.730741849599429,0.985830456088657,2.61761356207316,3.53137455200767,27.4929531014757,20.0929825333136,9.25782847557376,0.36,0.84,0.92,
210,0.0072173936255067,0.0126005273177182,0.0230592010843453,0.0328800756643729,1.83001873674927,2.60942060878187,0.270671238165392,0.676565818298605,0.939054334456614,2.49958519007917,3.46935396912328,27.62401478837,18.2258214514982,10.4394779874567,0.36,0.9,0.94,
215,0.00751272394523307,0.0140290722211811,0.029654077877548,0.0337561976458581,2.11375901485319,2.40616037280733,0.165727824676092,0.686475616609393,0.925467732421809,4.14218685336081,5.58426283715843,27.3013029717916,16.9023652999434,9.05140429231253,0.34,0.86,0.9,
220,0.00594112403951057,0.012976632962193,0.0299560000096188,0.0387514086318629,2.30845706254424,2.98624525674448,0.204677645183714,0.526139996674162,0.757035059087773,2.57057870781106,3.69866996666038,27.2418507930894,20.8422840005616,9.54227455417809,0.44,0.87,0.93,
225,0.0054556916158023,0.0106155990928368,0.0265393041576087,0.0389484408196381,2.50002886558865,3.66898188967213,0.256714094038001,0.681701474733408,0.824275600546212,2.65548908519412,3.210870067867,27.4914381617195,22.3957250907911,11.5098703840549,0.49,0.9,0.95,
230,0.00512092582258154,0.0106750832413854,0.0199657270036181,0.0257576702999533,1.87031113033522,2.41287770010967,0.251620069253221,0.656840148118117,0.74766542793721,2.61044419098819,2.97140617660663,27.4298930877264,23.2888366012543,11.1718477535514,0.48,0.95,0.96,
235,0.00645402060218955,0.0114216477836445,0.024122825371563,0.0352150262686083,2.11202672578525,3.08318264892,0.15768870588114,0.595832317288861,0.832734741778665,3.77853514593479,5.28087751830717,27.5187493978175,18.1438933162967,10.2525540522265,0.39,0.87,0.91,
240,0.00613965169590985,0.0118226912377002,0.0221490328864708,0.0312359466278563,1.87343409729267,2.64203352687171,0.262537482557541,0.579679911633818,0.750841030997088,2.20798914496625,2.85993841215616,27.5011257666799,18.6636033611109,9.69221150446987,0.45,0.89,0.93,
245,0.00643110812870454,0.0111024058751597,0.0224307173323435,0.0286776537322141,2.02034744401928,2.58301255193497,0.198070939868075,0.48998974399341,0.635132797843132,2.47380935497033,3.20659253834087,27.4254921867957,17.4061424867459,10.0825700028095,0.43,0.91,0.96,
250,0.00727160487184819,0.013048928344035,0.0296466394557581,0.0387556814905601,2.27195970995659,2.97002791867397,0.254993077968742,0.658984812580052,0.710279664647809,2.58432431903439,2.78548606223294,27.8444596894469,15.3168166753647,8.5354012085369,0.45,0.87,0.93,
255,0.00656986128197616,0.0111185667556498,0.0253837770116934,0.0324844850966044,2.28300801439132,2.92164321270075,0.219312629358815,0.688895326114368,0.803959417060221,3.14115665900514,3.6658145014753,27.838660455632,16.6169745124708,9.81882106500751,0.43,0.9,0.96,
260,0.00467494731504784,0.0114183381938338,0.0203137779022708,0.0334647367069255,1.77904854081488,2.93078871363237,0.247880367920246,0.659823827577395,0.733416426950174,2.66186399961166,2.9587515667483,27.3547933819596,22.5052255536897,9.21419054075525,0.38,0.86,0.92,
265,0.00516933346776253,0.011269115960199,0.020270892458921,0.0263812304073688,1.79880059185788,2.34102040484309,0.156558108418833,0.518208665474031,0.821160243582534,3.31000847358024,5.2450828122279,27.9228950391455,20.3835592923484,9.35028227717322,0.38,0.93,0.96,
270,0.00625430773911296,0.0101116286812864,0.0200209981705693,0.0256550846636779,1.97999736754794,2.53718619149433,0.182521149439321,0.464567964635353,0.62171302194639,2.54528292234867,3.4062519541226,27.4584571631037,16.2604709801824,10.0575280895341,0.44,0.92,0.96,
275,0.0048635529900453,0.00881585392196719,0.0213220913871368,0.0287945420558085,2.41860761031972,3.26622268366525,0.182463494235043,0.544247008885989,0.574983538361178,2.98277203978627,3.15122507530468,27.7637878987905,20.7583281048891,11.4520078958326,0.51,0.91,0.96,
280,0.00382304452579066,0.00747379971742176,0.0161413083682835,0.0273852006633667,2.15971914937156,3.66416036002819,0.182656871504809,0.508855952476569,0.690017856939117,2.78585715546525,3.77767259043934,27.5457294564904,25.7327908524438,13.1629972599384,0.44,0.91,0.93,
285,0.00546716862191369,0.0101797594172227,0.0180409789928148,0.0213116404091167,1.77224021250365,2.09353085231665,0.203691747364247,0.541353861943408,0.685189027208945,2.65771131598839,3.36385266499615,27.4171738688192,17.5960568840766,9.45018503121738,0.37,0.92,0.97,
290,0.00442981218817858,0.00966443485771374,0.018679808035369,0.031745090957747,1.93284018262688,3.28473329533691,0.19582424475377,0.543418002373574,0.721067643604376,2.77502922611482,3.6822184327127,27.5806464527881,21.4694604157727,9.84079036421856,0.4,0.87,0.94,
295,0.00435268076795747,0.00880950958394753,0.0143538919582794,0.0233389529950012,1.62936333986567,2.64929083425131,0.220107923221255,0.491536931077941,0.601487416049837,2.23316327683417,2.7326931590973,27.460137431608,21.3857198804521,10.5664464912084,0.49,0.95,0.97,
300,0.00539196480199093,0.0100939655729143,0.0177914160067875,0.0277622228647694,1.76257942215775,2.75037820014617,0.236214980015326,0.583767394641106,0.700648300949715,2.47133943242393,2.96614677402871,27.6587820019556,17.0987651797126,9.13376802610792,0.41,0.87,0.94,
305,0.00436154553976891,0.00685666249939797,0.0163474507487095,0.0226743897943195,2.38417025048919,3.30691350147544,0.235990935372125,0.475160501866112,0.637504649472053,2.01346929328811,2.70139464664944,27.7140098740009,20.8333503148702,13.2521625721324,0.59,0.93,0.97,
310,0.00502844559632918,0.00955957837411837,0.01679183122687,0.0235244735981877,1.75654517068789,2.46082752581201,0.13265216215206,0.519580589378775,0.723044988681596,3.91686483619601,5.45068378043296,27.582310335925,17.6943735250848,9.30743921435989,0.36,0.93,0.98,
315,0.00541390845946533,0.0095749909389577,0.0171930839850408,0.027807880313004,1.79562404754739,2.90422001339576,0.123961598583686,0.454813452272346,0.711757541534021,3.66898666578024,5.74175833214603,27.6418174396341,16.2085860986889,9.1646876696905,0.39,0.93,0.95,
320,0.00561238400895463,0.00835642391047071,0.0161215014320123,0.0233959143330074,1.92923451523466,2.79975197329231,0.177906918490585,0.402785918253829,0.512385387120763,2.26402616419409,2.8800756680403,28.01650395169,15.5997121204361,10.4771581464803,0.41,0.88,0.94,
325,0.00496320663173369,0.00848777406080812,0.0183473729221379,0.0227438925806623,2.16162362366077,2.67960626870137,0.187760020300656,0.463393863068477,0.523283958323688,2.46801136006725,2.78698285974706,27.4278713228802,17.0038155745225,9.94294259244356,0.44,0.85,0.91,
330,0.00421909846210964,0.00856959562545678,0.0190923366020469,0.0209081975834357,2.22791569596719,2.4398114563686,0.181286515189541,0.473353803684637,0.667441641062004,2.61108115620034,3.68169491461719,27.5075931796249,19.7569086659524,9.72698673446649,0.43,0.87,0.93,
335,0.00452034668200543,0.00908822735808294,0.0189288729537418,0.0251370724074122,2.08279042853244,2.7658938775399,0.209291470502762,0.539306664404287,0.676224053557397,2.57682103866325,3.23101582655502,27.6705097117551,18.2726109884023,9.08852003790798,0.44,0.88,0.91,
340,0.00391201694927919,0.00699225650360783,0.0187480443885494,0.0263568746986834,2.68125810013919,3.76943761789688,0.181883641036001,0.452487024702149,0.610198985661666,2.48778297006154,3.354886575758,27.3767602804427,20.5827030459592,11.5155791461921,0.48,0.89,0.95,
345,0.00518379307833581,0.00939643993703338,0.0167361730039495,0.0205248165851327,1.78111849978295,2.18431839320763,0.164407875786138,0.388688107006334,0.524714728498193,2.36416963085114,3.19154253401305,27.7012688754202,15.489339902049,8.54510149698063,0.37,0.88,0.96,
350,0.0044427122411754,0.00787741096558799,0.0144819622066409,0.0222436781626771,1.83841648860324,2.82372955528756,0.204885389716015,0.434257906489649,0.53341586427409,2.11951621875801,2.60348414795921,27.5130685288421,17.693868735569,9.97901056180274,0.46,0.9,0.93,
355,0.00331129017944803,0.00778898055422561,0.0161374159309778,0.0189802447867603,2.07182645002536,2.4368073144647,0.192380650128557,0.441594392701161,0.649623499525938,2.29542000407041,3.37676111964396,27.5479756406492,23.4349535005252,9.96278406934931,0.36,0.88,0.94,
360,0.00465565390748871,0.00929324648995417,0.0160753603055943,0.0208477531920328,1.72978951144484,2.24332295657592,0.197559256283691,0.447008532834909,0.598631868870937,2.26265547483644,3.03013829942402,27.544321860613,16.4342123982408,8.23307605701381,0.35,0.87,0.92,
365,0.00445410986264519,0.00751094181045864,0.0175065794517713,0.0210117517470757,2.33081015584413,2.79748562528041,0.135991262438752,0.362322949930157,0.599367081924794,2.6643105110767,4.40739405735525,27.6315788856004,16.9962030990412,10.0790230787765,0.43,0.85,0.95,
370,0.00378131926322208,0.00697156543735643,0.0161565816495936,0.0233472880365793,2.31749695169182,3.34893048718659,0.15125738589682,0.365600665784048,0.504960729444015,2.41707645293726,3.33842031217221,27.6004239148884,19.7274377321278,10.6999985843632,0.43,0.82,0.91,
375,0.00441266018368771,0.00946324246695499,0.0171818098417164,0.022870475977445,1.8156366490359,2.41676952242396,0.177323393309272,0.357207800207633,0.5215707448163,2.01444261550207,2.94135328160917,27.621559342512,16.6923099703716,7.78353633410948,0.33,0.83,0.92,
380,0.00324044652708391,0.00845194082884666,0.0160090188513492,0.0191325128992775,1.89412339432265,2.26368277851376,0.190820656233445,0.433822235741379,0.594499219400062,2.27345531822641,3.11548671477561,27.5461162979497,22.370305797541,8.57670222726092,0.37,0.85,0.92,
385,0.00429440327419707,0.00841601012312151,0.0187302840133822,0.0236697517415928,2.22555388353491,2.81246711866046,0.159312351534951,0.35256268595185,0.556905242798262,2.21302794513395,3.4956815176762,27.6790911104867,16.7412649799554,8.5424972275884,0.41,0.88,0.93,
390,0.00301783396371853,0.00618617018907151,0.0127682242469245,0.0171109915868737,2.06399498505244,2.76600724905726,0.184490960650979,0.429554663529115,0.726901717931594,2.3283236317564,3.94003974702452,27.6012389859139,23.4513921266181,11.4404236374253,0.47,0.96,0.98,
395,0.00338062428922034,0.00610982604364633,0.0131550968242862,0.0158686034552647,2.15310497063436,2.59722672002529,0.173673900605499,0.362732385302134,0.614065044547417,2.08858316671359,3.53573589587458,27.510595969126,20.601839318534,11.3991917127129,0.45,0.9,0.97,
400,0.00375371020872837,0.00719071215095363,0.0150642771948262,0.0180789455545481,2.09496318008341,2.51420793587885,0.181811123667694,0.409123862598929,0.565274260679824,2.25026859933338,3.10912912959609,27.6260245846676,18.3991458107433,9.6047595859486,0.38,0.9,0.98,
405,0.00431688849594249,0.00776485651371899,0.013208942292528,0.0162065058536149,1.70111865804479,2.08716102158245,0.176203864005646,0.36655688919756,0.558971783438733,2.08029994839282,3.17230150764924,27.9666096847593,15.9960947129451,8.89306288201404,0.37,0.92,0.95,
410,0.00302780729341343,0.0068573108237655,0.0153282507916347,0.0187583991996669,2.23531515277262,2.73553287604458,0.181013292021196,0.478690991730262,0.555199331799837,2.64450740818641,3.0671743804031,27.7649570543487,22.3658247990039,9.87550501793424,0.41,0.86,0.94,
415,0.0047904673375312,0.00787593086596662,0.0154125272954133,0.0238874373720589,1.95691500569332,3.03296686811727,0.173957077949309,0.464299012112913,0.521738909265343,2.66904352261084,2.99923932625137,27.6824847868336,13.9244833372046,8.46944745377591,0.38,0.89,0.93,
420,0.00299516636826614,0.0059722864406889,0.0141887117849417,0.0206807118456639,2.3757587526738,3.46277963239794,0.153066922335121,0.416098044135675,0.483181780816238,2.71840602651355,3.15667012470775,27.455225380366,21.8250261259471,10.9454871075183,0.49,0.87,0.95,
425,0.00355478948016311,0.00686794869707463,0.0127990027435871,0.0180852939686325,1.8635845007169,2.63328903087699,0.177357673785489,0.361183037648889,0.469971303475115,2.03646693114465,2.64985040367375,27.4024401259394,18.1378756935936,9.38800398080379,0.44,0.9,0.96,
430,0.00349893584331584,0.00708056742506697,0.0120629757531231,0.0184370604160749,1.70367359407061,2.60389588986937,0.1455724878417,0.400457479076854,0.600238934713109,2.75091457880643,4.12329928280011,27.7452343008785,18.4409785115037,9.11280082882724,0.4,0.89,0.91,
435,0.00257762061755606,0.00611794551432576,0.0141677748294349,0.0203819164232044,2.31577329289051,3.33149688493927,0.170178377448098,0.366414742273055,0.477643259723349,2.15312161137984,2.8067211997542,27.5067904469734,24.5319270791214,10.3358228476302,0.42,0.91,0.96,
440,0.00311912788593065,0.00659695254230868,0.0132369731587309,0.0172553664307468,2.00652848020921,2.61565720233424,0.073530852556603,0.3240139257174,0.520366992159546,4.40650304534384,7.07685242407567,27.7485243236379,20.2187375172184,9.5596910245769,0.39,0.92,0.96,
445,0.00331361502384332,0.00715172831582726,0.0130262403341937,0.0166418529959242,1.82141151885842,2.32696940669498,0.189770762037806,0.384871526787565,0.529031157521769,2.02808653269196,2.78773796258654,27.8507064726798,18.8874859606915,8.75115139699454,0.4,0.91,0.97,
450,0.00337504576567683,0.00638915087890683,0.0139192479327033,0.0180494196990798,2.1785755566763,2.82501071600426,0.140692876543432,0.440879409652295,0.510610762064153,3.13362993552979,3.62925810182385,27.6730695097221,18.2207040411117,9.62502078713258,0.4,0.88,0.98,
455,0.00319291760766782,0.00702195917958915,0.0154590060192533,0.0173285491349061,2.20152319657287,2.46776557535043,0.145499905793381,0.389909817573955,0.440060410203913,2.67979429572725,3.02447213147221,27.7783222373631,19.1208371672101,8.69433388932152,0.35,0.89,0.94,
460,0.00304508922180105,0.00635825846603742,0.0113710770533506,0.0156951715394133,1.78839490626075,2.46847019875787,0.186621974696544,0.341649234395087,0.454574373485023,1.83070206469857,2.43580304100941,27.6744624089671,19.7570154501151,9.46200522099825,0.41,0.91,0.95,
465,0.00249554672169686,0.00614469165224716,0.0111244498400273,0.0139136176725631,1.81041628605709,2.26433130578241,0.194953293490084,0.434022902801568,0.566197409448605,2.2262917185528,2.90427209159923,27.6361241553617,23.8154327260531,9.67217371168803,0.36,0.86,0.91,
470,0.00366780409598022,0.00637484222042562,0.0133046537201058,0.0201645627589039,2.08705615920601,3.16314695511909,0.1519123460163,0.363309590075445,0.565682288694217,2.39157382268629,3.72374137802809,27.7524258106361,16.0989281176247,9.26261583408613,0.42,0.92,0.95,
475,0.00302313845424894,0.00570705790845789,0.0133305548050817,0.0155616657399158,2.33580156692045,2.72674046584552,0.12405360122824,0.356339639844856,0.4530574664639,2.87246509828638,3.65211055526185,27.479097711762,19.13598497067,10.1366996713012,0.48,0.88,0.96,
480,0.00265232859180176,0.00518368947792976,0.011260814483156,0.0189606440691107,2.17235514031085,3.65775074873565,0.166664809847672,0.413026338059327,0.555840603019858,2.47818563760895,3.33508077396713,27.6193238474691,21.6942418799146,11.1002517146418,0.41,0.95,0.96,
485,0.00331117884419387,0.00599293341806046,0.0111400929778542,0.0169028469321109,1.85887147424033,2.8204629941611,0.151362952121915,0.362752288274041,0.467785892230123,2.39657249801697,3.09049133670005,27.7563303607064,17.2837378554253,9.54950491574104,0.43,0.91,0.94,
490,0.00355359675407059,0.00548136642811975,0.0107745970438183,0.0180556354874489,1.96567720569527,3.29400264044061,0.12229239296575,0.385740438067418,0.455815519950269,3.15424719978659,3.72725979839096,27.7000522225553,15.9080286070124,10.3132530114271,0.42,0.92,0.95,
495,0.00241180762455519,0.00506455257656366,0.0095089837628681,0.0207888228029179,1.87755653023944,4.10476986636859,0.121434576660574,0.366618598815891,0.517335353008036,3.019062682951,4.26019810201223,27.8063083491465,23.2913934467167,11.0916728481119,0.46,0.88,0.95,
500,0.0034386367417733,0.00637985697747997,0.0104597471494466,0.0136341882125655,1.63949555395491,2.13706800335687,0.12468076817458,0.418807108193662,0.554589268198713,3.35903535344955,4.44807387954306,27.5921408270975,16.04830221925,8.64976783162821,0.35,0.93,0.99,
505,0.00313724057661326,0.00635851918515101,0.0132248676017762,0.0194843224122074,2.07986595883207,3.0642861718038,0.161659388867211,0.336385467422389,0.510476477792243,2.08082852335103,3.15772861303809,27.6385230950018,17.445187057365,8.60731046165335,0.39,0.87,0.93,
510,0.00267765348882375,0.00588877502362773,0.0120128225951589,0.018629347192956,2.03995271460693,3.16353522051851,0.127949131312201,0.350888536499451,0.406577776813408,2.74240655564334,3.17765171708233,27.5638883619658,20.1844040504155,9.17794273147968,0.4,0.89,0.93,
515,0.00271219013173003,0.00630770290997057,0.0118432501973435,0.0142854037266019,1.87758528998297,2.2647553206764,0.165075444573586,0.328252063763552,0.410448408559699,1.98849722689813,2.48642921798543,27.7064150228646,19.83594862789,8.52907387838881,0.43,0.92,0.95,
520,0.00292590226809439,0.00578387342891292,0.0102480629774579,0.0136695355513719,1.77183389356845,2.36338773995977,0.145406701480837,0.360975605525208,0.470723041351456,2.48252385790335,3.23728574101168,27.8385535070228,18.2971524390884,9.2560254782857,0.42,0.89,0.93,
525,0.00266304965521391,0.0052121625585351,0.0120171892418844,0.0204870618999667,2.3056052275664,3.93062604435053,0.167429257910353,0.371856947138641,0.434832563123317,2.22097948578226,2.59711216874736,27.5982502237422,19.739810544407,10.0856592774891,0.44,0.84,0.88,
530,0.00271797288887274,0.00514517800584294,0.00955240728097307,0.0134356623140573,1.85657469384445,2.61131146459842,0.122854109889668,0.339844491496754,0.399724403737147,2.76624438369998,3.25365105079617,27.7103560892387,19.2362811816335,10.1616874430853,0.41,0.96,0.99,
535,0.00253616415983504,0.00511055849269042,0.00973993960811575,0.0132586883439962,1.90584642012154,2.59437170378932,0.122298154797061,0.347600889255729,0.467545128720584,2.84224148624753,3.82299413671792,27.5911072733178,20.3347101675987,10.0912969103983,0.46,0.92,0.96,
540,0.00317391469731404,0.0057983965181159,0.0115942343498197,0.0188233367469732,1.99955872517443,3.24630036737976,0.176050087423741,0.348795864639917,0.402873355802584,1.98123085165183,2.28840190708281,27.5527170139175,16.0759046451224,8.79959655507526,0.34,0.85,0.88,
545,0.00291919580010598,0.00519667066166779,0.00995556184021389,0.0122550135149608,1.91575770110835,2.35824325088704,0.153442779762036,0.3143957858432,0.482652362438901,2.0489448009921,3.14548760904498,27.7022724143477,17.4122810258769,9.78123513116605,0.39,0.89,0.96,
550,0.00279759323203804,0.00563639109901037,0.0105553484807223,0.0146287659293592,1.87271399292636,2.5954135673672,0.112123012873108,0.377068084441017,0.553813317150572,3.36298565993542,4.93933674238075,27.631851245422,17.9581966962836,8.91345697177612,0.37,0.88,0.95,
555,0.00242328296767035,0.0045729348790361,0.0088608026740783,0.0132503569324604,1.93766211600766,2.89756081880907,0.125843362319553,0.300935264862163,0.413678361500072,2.39134793695356,3.28724816212096,27.6184076860558,20.5353222861431,10.8820479731216,0.48,0.94,0.96,
560,0.00273463814939175,0.00538625109155805,0.01117871757334,0.0128919688025751,2.07541709127905,2.39349569550904,0.134907223145265,0.39302041059223,0.489232405813151,2.91326440074328,3.62643596396879,27.7184652080586,18.1001129202831,9.18955660601907,0.47,0.9,0.96,
565,0.00229009775122904,0.00505912525663779,0.0104215383904104,0.0134965115778263,2.05994867921819,2.66775596435733,0.120871549932261,0.315271545441244,0.427694585840219,2.60831887750202,3.53842228448223,27.7339541903592,21.4343010285753,9.70259523033212,0.46,0.9,0.96,
570,0.00294518924300939,0.00477663362224303,0.00916844109198579,0.0152118426911621,1.91943569824818,3.18463669064467,0.09536508267042,0.246985026210728,0.396899342624574,2.58988949932864,4.16189376143311,27.5706605419708,16.4232502250926,10.1262905475846,0.4,0.88,0.96,
575,0.00314326139482054,0.00521926315859976,0.0107703877583399,0.0156524269163344,2.06358396406849,2.99897254472481,0.0968635506496422,0.265604686581727,0.378494066580843,2.74204987118865,3.9074973407682,27.6704547955769,15.3097448906287,9.22017698992106,0.41,0.86,0.92,
580,0.00275172579975867,0.00474017869779902,0.0100394970652349,0.0147776382670492,2.11795750862652,3.11752767335772,0.169053802707632,0.332371182359558,0.402652458548132,1.96606747104277,2.38180065812831,27.5751442805309,17.277648889283,10.0298649563333,0.39,0.88,0.96,
585,0.00236427193634775,0.0046147063593437,0.0107049809933536,0.0119350969411216,2.31975344903117,2.58631774413031,0.164252676331055,0.334370527325532,0.395891283738666,2.03570824411774,2.41025773571408,27.6355095767249,19.9808603166081,10.2368782826215,0.38,0.9,0.98,
590,0.00235702616901813,0.00421694947172098,0.00851477028754255,0.0133004224785455,2.01917768866877,3.15403885385363,0.148303505476658,0.345027633182682,0.473946370827196,2.32649681525557,3.19578670311197,27.7109447776672,19.9266786386851,11.137838697846,0.45,0.9,0.95,
595,0.0029902880112381,0.00470604873209106,0.00880965815491194,0.0112836669238628,1.87198617278183,2.39769444946845,0.165035918617833,0.328134893309382,0.444676616023821,1.9882635008033,2.69442324887796,27.6849621434944,15.5601560670612,9.88713691446458,0.41,0.86,0.92,
600,0.00201882062531749,0.00401253906784039,0.00882316341543132,0.0117135187429071,2.19889782161799,2.91922858441138,0.124956494481626,0.281503564075201,0.332824118957752,2.25281259083812,2.66351997419944,27.6200216813206,22.8021097523849,11.4723791321597,0.47,0.9,0.96,
605,0.00262892593907666,0.00438005893296074,0.0106095434310553,0.0131452150452622,2.42223759849817,3.00115026908475,0.101811491231555,0.294509203764503,0.375402990849804,2.89269119037542,3.68723595253119,27.7856575963288,17.4697605923893,10.4854084097327,0.42,0.85,0.93,
610,0.00200122895670062,0.00437040218344223,0.00968536047377232,0.0139278017387497,2.21612567156094,3.18684669148227,0.13432635644033,0.316685249018307,0.360571378182326,2.35758087549247,2.68429359462674,27.7256474790787,22.7119845338332,10.3999309915786,0.49,0.89,0.95,
615,0.00217796934630677,0.00455860169442685,0.00895922921494669,0.0143981074519506,1.96534591427451,3.15844822976158,0.143525574285766,0.26183905673853,0.406105834493577,1.82433728651868,2.82950154712498,27.7430852528649,20.7122785289568,9.89573354991424,0.41,0.92,0.94,
620,0.00263037490542246,0.00498662838579612,0.00833476607265788,0.00998717884768337,1.67142313961044,2.00279188161099,0.11466347507371,0.268451628681307,0.390301812810493,2.34121308907423,3.40388962186601,27.6624243159622,16.9621498900653,8.94729062625329,0.42,0.94,0.97,
625,0.00231532143280637,0.00457355087638571,0.00811478879892064,0.0139812461970166,1.77428632986661,3.05697839051163,0.096175087029013,0.294007407960774,0.448535006416196,3.05700173551266,4.66373382413355,27.5769740479907,19.0570336591685,9.647462041934,0.39,0.93,0.97,
630,0.00199300167155398,0.00489712884638808,0.00828440450421141,0.0113920746223418,1.6916860397336,2.32627626915394,0.184750317485329,0.301938357315287,0.382375444615734,1.63430494423515,2.06968761851301,27.6510405637577,22.0223300380731,8.96250475618281,0.38,0.93,0.96,
635,0.00212686372044319,0.00363504969393575,0.00723259736453669,0.0103671656324295,1.98968321577629,2.8520010743525,0.15337327014466,0.288274025792887,0.370065449210659,1.87955844927209,2.41284187825961,27.5245711753636,20.380140467812,11.9243985717274,0.47,0.92,0.95,
640,0.00253396892857593,0.00413587430001247,0.0106047967381535,0.0157145687786868,2.56410034950084,3.7995760119304,0.0905493570309419,0.255895768399785,0.350158135858418,2.82603628330947,3.86704165926617,27.6588915236278,17.055070217438,10.4493064514892,0.48,0.89,0.93,
645,0.00217231255511037,0.00497222985826274,0.00971209096290207,0.0143522992705933,1.95326669115321,2.88649150978871,0.16376067878848,0.263834648272408,0.321027913453376,1.61109889275183,1.96034796526478,27.5951999078197,19.694797403988,8.6044404403272,0.34,0.89,0.95,
650,0.00187091459680494,0.00368052771297385,0.00837870493083114,0.011650754775556,2.27649554201052,3.16551203635476,0.1359566501609,0.286923343672149,0.429210734888517,2.11040315668697,3.15696756562155,27.6909888300524,22.7704254110565,11.5748405118194,0.52,0.93,0.94,
655,0.00196432192123051,0.00352030689699579,0.00916326824910436,0.0117797668212972,2.60297426253496,3.34623291831459,0.109660751239402,0.230004560095081,0.322996906620116,2.09741915403219,2.94541942280677,27.8497555699571,21.6454901481691,12.0781261514764,0.51,0.93,0.94,
660,0.00230698942227227,0.00412589903095204,0.0085793770480281,0.0115965214068552,2.07939578348054,2.8106653410225,0.150306788336612,0.237391120115341,0.294829512960309,1.57937723733211,1.96151828019929,27.7133341417792,18.201167204945,10.177151670415,0.49,0.89,0.92,
665,0.00275894326116089,0.00437311222313554,0.00801765443392119,0.00989164787196778,1.83339782398095,2.2619240868407,0.124857079829436,0.292916159210562,0.406077573159927,2.34601161272318,3.25233918424697,27.7028883300139,15.0994329162904,9.52604839897772,0.34,0.83,0.9,
