./07DEC19182720_ERROR00.sup,7157.081,30403.840,454938.607921,3984066.35492,1700,0.222058830365,-1.56634851079,0.73322290075,1.66965540612,-0.00876410952405,-0.495686854338,-1.74283,-0.0116751,-1.08811e-006,1.74052,-2.65088e-005,0.0224549,3.8686,0.025915,2.49187e-006,-3.86322,5.90554e-005,-0.0498419,-8.58577,-0.0504134,7.65224e-006,8.57508,-0.000131809,0.110626,-4.01949,-993811,-994964,-6662.4,-12832.7,-81.2924,9.14212,2.20584e+006,2.20856e+006,14799,28482.3,185.478,-27.6173,-4.89624e+006,-4.90172e+006,-29271.7,-63218,-412.223,
./07DEC19182720_ERROR01.sup,47662.296,22338.836,454940.348719,3984067.47494,1700,0.0992508015406,-0.980655454184,0.411872108984,1.59882264174,0.97108991937,-0.906722051244,-1.06922,1.09414,-7.12636e-007,1.76791,-1.70474e-005,0.00847566,-1.23578,1.26457,-8.24018e-007,2.04345,-1.97049e-005,0.00979666,-1.42827,1.46155,-9.51738e-007,2.36194,-2.27748e-005,0.0113235,12311.7,-1.00047e+006,-595805,589167,-5903.63,12910.8,14230.6,-1.15641e+006,-688606,680935,-6823.75,14923,16448.6,-1.33665e+006,-795863,786996,-7887.28,17248.9,
./07DEC19182720_ERROR02.sup,26110.977,22050.853,454938.081257,3984067.24511,1700,0.188650144738,-1.22918953014,0.549562295701,1.65874168359,0.307533855432,-0.64244538995,-1.35928,0.308067,-1.08449e-006,1.77807,-2.09108e-005,0.00799774,0.87021,-0.197224,6.94026e-007,-1.13812,1.33843e-005,-0.00511924,-0.557107,0.126262,-4.44031e-007,0.728491,-8.56746e-006,0.00327675,-12958.3,-1.00223e+006,-768327,190960,-4694.44,-3805.34,8294.44,641515,491893,-122255,3004.84,2435.75,-5309.17,-410625,-314917,78269.2,-1923.36,-1559.09,
./07DEC19182720_ERROR03.sup,26162.453,26415.770,454930.749402,3984066.0966,1700,0.219040197033,-1.13220753808,0.507352162509,1.63844517033,0.242393838441,-0.657869919974,-1.26091,0.198314,-1.08935e-006,1.77281,-1.89606e-005,0.0157608,0.801814,-0.126108,6.92465e-007,-1.12714,1.20558e-005,-0.0100206,-0.509874,0.0801921,-4.39994e-007,0.716633,-7.66499e-006,0.00637108,-36131.4,-992579,-710576,162592,-25912.6,-9042.01,22972.4,631084,451865,-103395,16475.3,5748.91,-14605.9,-401244,-287348,65750.2,-10475,-3655.16,
./07DEC19182720_ERROR04.sup,50452.784,18559.928,454936.957168,3984061.79753,1700,0.258961609937,-1.65352116402,0.757943918832,1.63188772495,0.415529448802,-0.643683708729,-1.83669,0.410006,-1.4731e-006,1.75568,-2.80358e-005,0.00173093,-2.54977,0.569188,-2.04694e-006,2.43758,-3.89269e-005,0.00240322,-3.53971,0.790173,-2.84206e-006,3.38433,-5.40506e-005,0.00333663,-18652,-974288,-1.02516e+006,247411,14918.8,-41695,-25896.3,-1.3527e+006,-1.42315e+006,343463,20713.3,-57889.4,-35954.3,-1.87808e+006,-1.97566e+006,476804,28758.3,-80373.6,
./07DEC19182720_ERROR05.sup,21846.425,35407.410,454928.393188,3984063.69823,1700,0.115552990556,-1.88694123808,0.897459094715,1.78669017281,-0.745789122533,-0.0976879470368,-2.0971,-0.729953,-7.09657e-007,1.79991,-3.30003e-005,0.0322712,2.08795,0.72677,7.06308e-007,-1.79175,3.28499e-005,-0.0321248,-2.07885,-0.723601,-7.02102e-007,1.78362,-3.27019e-005,0.0319791,83227.1,-983955,-1.1819e+006,-483739,14404.5,4134.21,-82848.4,979478,1.17677e+006,481640,-14339.2,-4115.45,82471.5,-975022,-1.17167e+006,-479550,14274.1,4096.78,
./07DEC19182720_ERROR06.sup,5739.342,19966.700,454935.065126,3984064.03992,1700,0.22840910312,-1.40926265535,0.631206959931,1.78307933552,-0.802142912495,-0.202157966866,-1.56066,-0.903059,-1.52899e-006,1.74566,-2.38965e-005,0.00417155,3.6486,2.11122,3.57847e-006,-4.08088,5.58793e-005,-0.00975194,-8.52987,-4.93571,-8.27835e-006,9.53996,-0.000130582,0.0227974,-20034.3,-1.00638e+006,-890135,-491636,-30537,-4572.81,46834.7,2.35265e+006,2.08102e+006,1.14938e+006,71387.2,10690,-109487,-5.49985e+006,-4.86515e+006,-2.6871e+006,-166884,-24990.2,
./07DEC19182720_ERROR07.sup,27048.006,29084.958,454938.077278,3984057.98022,1700,0.059164501695,-1.24411364266,0.596021318174,1.71130816743,-0.462036483932,-0.299679396544,-1.38503,-0.361279,-8.54692e-007,1.76627,-2.17853e-005,0.0204337,0.778544,0.20308,4.73187e-007,-0.992643,1.21951e-005,-0.0114843,-0.437636,-0.113626,-3.40317e-007,0.557888,-6.85978e-006,0.00645417,64784.5,-974356,-777185,-284874,-17467.5,-12883.7,-36408.1,547577,436878,160136,9816.71,7241.17,20458.7,-307468,-245584,-89752.5,-5516.97,-4069.81,
./07DEC19182720_ERROR08.sup,44756.598,28333.768,454939.546841,3984066.94627,1700,0.324164473282,-1.54480785488,0.660837057378,1.75881718643,-0.116367935676,-0.458586308022,-1.71502,-0.261303,-1.15619e-006,1.80605,-2.5757e-005,0.0195369,-1.5668,-0.23872,-1.05683e-006,1.65022,-2.35353e-005,0.0178512,-1.43139,-0.218088,-9.6525e-007,1.50783,-2.15057e-005,0.0163109,-68561.6,-1.01717e+006,-955867,-73088.4,-16515.1,-22595.9,-62645,-929389,-873239,-66770.4,-15090.1,-20646.2,-57239.1,-849188,-797754,-60998.6,-13788,-18864.7,
./07DEC19182720_ERROR09.sup,14924.337,4888.131,454935.937713,3984059.18791,1700,0.097782581735,-1.41879208166,0.698277745648,1.69931019896,0.0281642363534,-0.486015986065,-1.58728,0.134975,-1.72096e-006,1.76702,-2.46766e-005,-0.0225785,2.4959,-0.21224,2.70567e-006,-2.7783,3.87973e-005,0.0355002,-3.92465,0.333734,-4.25851e-006,4.36834,-6.1002e-005,-0.0558172,61341.4,-1.00196e+006,-897247,8530.79,27400.4,-9694.64,-96446.7,1.57538e+006,1.41088e+006,-13414.3,-43081.7,15242.9,151643,-2.47696e+006,-2.21854e+006,21093.4,67737.4,-23966.4,
