./07DEC19182720_ERROR00.sup,-117.499938368,36.0000672453,1709.99782217,-117.499971313,36.0000210753,1699.9978349,-117.500004259,35.9999749051,1689.99784764
./07DEC19182720_ERROR01.sup,-117.499919705,36.0000719357,1709.99782216,-117.499952063,36.0000312534,1699.9978349,-117.499984421,35.9999905709,1689.99784763
./07DEC19182720_ERROR02.sup,-117.499944648,36.0000736152,1709.99782216,-117.499977207,36.0000290765,1699.9978349,-117.500009766,35.9999845376,1689.99784764
./07DEC19182720_ERROR03.sup,-117.500022617,36.0000646166,1709.99782217,-117.500058488,36.0000183829,1699.9978349,-117.50009436,35.9999721491,1689.99784764
./07DEC19182720_ERROR04.sup,-117.499960022,36.0000251348,1709.99782217,-117.499989369,35.9999799113,1699.9978349,-117.500018715,35.9999346877,1689.99784764
./07DEC19182720_ERROR05.sup,-117.500055944,36.0000410855,1709.99782217,-117.500084494,35.9999966512,1699.9978349,-117.500113044,35.9999522167,1689.99784764
./07DEC19182720_ERROR06.sup,-117.499973098,36.0000455424,1709.99782217,-117.500010489,36.0000000403,1699.9978349,-117.500047879,35.9999545381,1689.99784764
./07DEC19182720_ERROR07.sup,-117.499942787,35.9999902042,1709.99782217,-117.499976724,35.9999455478,1699.9978349,-117.500010662,35.9999008912,1689.99784764
./07DEC19182720_ERROR08.sup,-117.499928691,36.0000706953,1709.99782216,-117.49996093,36.00002645,1699.9978349,-117.499993168,35.9999822046,1689.99784763
./07DEC19182720_ERROR09.sup,-117.499970033,36.0000025623,1709.99782217,-117.500000531,35.9999563369,1699.9978349,-117.50003103,35.9999101113,1689.99784764
./07DEC19182720_ERROR10.sup,-117.499935974,36.0000661167,1709.99782217,-117.499967285,36.0000230492,1699.9978349,-117.499998595,35.9999799814,1689.99784764
./07DEC19182720_ERROR11.sup,-117.499969229,36.0001011155,1709.99782216,-117.500002044,36.0000580312,1699.9978349,-117.50003486,36.0000149468,1689.99784763
./07DEC19182720_ERROR12.sup,-117.499972171,36.0000214406,1709.99782217,-117.500002981,35.9999810207,1699.9978349,-117.500033791,35.9999406007,1689.99784764
./07DEC19182720_ERROR13.sup,-117.499988636,36.000036464,1709.99782217,-117.50002702,35.9999927483,1699.9978349,-117.500065405,35.9999490324,1689.99784764
./07DEC19182720_ERROR14.sup,-117.499960543,36.0001129652,1709.99782216,-117.49999276,36.0000660049,1699.9978349,-117.500024978,36.0000190445,1689.99784763
./07DEC19182720_ERROR15.sup,-117.499954212,36.0000467765,1709.99782217,-117.499985585,36.0000007435,1699.9978349,-117.500016957,35.9999547102,1689.99784764
./07DEC19182720_ERROR16.sup,-117.499977066,36.0000648857,1709.99782217,-117.500008589,36.0000197059,1699.9978349,-117.500040112,35.9999745259,1689.99784764
